Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.002,0.0149,0.6663,0.999,0.45,242.417,189.72,177.6,81.21023843969634,17.1899145181022,13.364681029761961
0.002,0.0149,0.999,0.001,0.05,224.27,165.611,156.68,73.18249045178526,20.41895742296279,13.117996130168263
0.002,0.0149,0.999,0.001,0.1833,228.198,175.071,170.42,76.14889028357355,18.693134809406985,9.867031537227966
0.002,0.0149,0.999,0.001,0.3167,230.953,182.445,178.24,78.36875804664223,16.889990591031857,8.82904904719326
0.002,0.0149,0.999,0.001,0.45,233.512,186.424,183.53,79.69629922571454,16.483530411030678,7.90463503233203
0.002,0.0149,0.999,0.5,0.05,228.978,168.36,147.5,74.1337761687947,19.588668995504044,19.532621011165354
0.002,0.0149,0.999,0.5,0.1833,231.163,177.957,165.16,77.01704463750477,17.542600984959133,13.994357212857267
0.002,0.0149,0.999,0.5,0.3167,234.094,183.346,174.57,78.80686238760582,17.054286251614148,11.478773882831739
0.002,0.0149,0.999,0.5,0.45,236.477,187.615,180.67,80.20039841840259,16.52958753025102,10.20061009401243
0.002,0.0149,0.999,0.999,0.05,234.364,171.272,144.98,75.3417162686534,19.82122470287112,22.646351895298
0.002,0.0149,0.999,0.999,0.1833,236.657,178.664,163.04,77.69432723398323,18.96404146935493,16.171952412320213
0.002,0.0149,0.999,0.999,0.3167,239.427,185.288,171.12,79.7194881513636,17.547853528592285,14.699773020556094
0.002,0.0149,0.999,0.999,0.45,241.106,189.36,177.17,80.9873810647314,16.83421668029711,13.260093170219168
0.002,0.0274,0.001,0.001,0.05,210.411,147.526,144.98,67.15340692722393,23.38169604532181,10.86983900512366
0.002,0.0274,0.001,0.001,0.1833,217.488,162.173,164.04,71.83094346404476,20.73350836310378,7.048199498546448
0.002,0.0274,0.001,0.001,0.3167,221.348,171.776,172.96,74.73663287899338,18.2847064436798,6.367641075922892
0.002,0.0274,0.001,0.001,0.45,226.994,178.489,181.39,77.11052543575657,18.012825479445826,5.259300803148426
0.002,0.0274,0.001,0.5,0.05,218.579,150.372,135.63,68.52753965536178,23.81860421259818,18.131117145325803
0.002,0.0274,0.001,0.5,0.1833,225.008,163.466,157.25,72.76666389791293,21.926156579444132,12.225438242069654
0.002,0.0274,0.001,0.5,0.3167,229.67,173.372,169.81,75.87956114065754,20.065602538419657,9.834083672630701
0.002,0.0274,0.001,0.5,0.45,232.825,180.058,176.4,77.9386539683991,18.591290486141055,9.235069839891663
0.002,0.0274,0.001,0.999,0.05,230.277,151.695,132.07,70.10038951076275,27.241947185650485,22.46800287323001
0.002,0.0274,0.001,0.999,0.1833,234.867,165.368,154.23,74.20342018222674,24.255765855410726,16.05291792468744
0.002,0.0274,0.001,0.999,0.3167,237.377,173.628,167.29,76.67678637230793,22.463775741216107,12.448392584991419
0.002,0.0274,0.001,0.999,0.45,239.767,181.456,175.21,78.93678901976398,20.2548991482841,11.39414945263033
0.002,0.0274,0.3337,0.001,0.05,209.744,146.678,145.31,66.88803693712664,23.63287306471823,10.29650999817342
0.002,0.0274,0.3337,0.001,0.1833,216.363,161.688,163.26,71.57993657133785,20.46454419817301,7.102135731007375
0.002,0.0274,0.3337,0.001,0.3167,220.296,170.486,172.47,74.310039791235,18.51731492499559,6.011579162546887
0.002,0.0274,0.3337,0.001,0.45,225.973,178.449,179.73,76.96046914927764,17.41071574529407,5.935702269250842
0.002,0.0274,0.3337,0.5,0.05,217.769,148.957,135.06,68.09426645256328,24.200433245474716,17.837847845204678
0.002,0.0274,0.3337,0.5,0.1833,224.788,162.444,157.66,72.51210881774816,22.445467544166874,11.64009580165979
0.002,0.0274,0.3337,0.5,0.3167,228.595,171.858,169.31,75.39937576358753,20.406417432996314,9.407481278809282
0.002,0.0274,0.3337,0.5,0.45,231.65,178.342,176.19,77.40866438010072,19.041240603101418,8.576443709406334
0.002,0.0274,0.3337,0.999,0.05,229.386,151.5,131.87,69.94871190580638,26.979850000685314,22.35409137334463
0.002,0.0274,0.3337,0.999,0.1833,234.156,164.847,153.59,73.9917394731254,24.184939759494817,16.099440680161557
0.002,0.0274,0.3337,0.999,0.3167,236.868,173.955,166.08,76.67309323756334,21.940377992003935,13.093956877526303
0.002,0.0274,0.3337,0.999,0.45,238.863,180.719,174.15,78.64771633828482,20.166273070862218,11.543724912196085
0.002,0.0274,0.6663,0.001,0.05,209.017,146.53,143.98,66.74138952974658,23.259162672834233,10.827150101035743
0.002,0.0274,0.6663,0.001,0.1833,215.798,160.822,162.26,71.29075384769155,20.57880294494707,7.2320697993247585
0.002,0.0274,0.6663,0.001,0.3167,219.988,170.264,171.57,74.20375512808768,18.389862315017215,6.348698004426856
0.002,0.0274,0.6663,0.001,0.45,224.8,177.333,179.72,76.57782214244106,17.577188679279487,5.37515873594876
0.002,0.0274,0.6663,0.5,0.05,217.424,147.896,136.57,67.84036780433962,24.81837407081544,16.63862030841079
0.002,0.0274,0.6663,0.5,0.1833,222.892,161.952,157.91,72.20061183406442,22.029163992569657,11.031036630811798
0.002,0.0274,0.6663,0.5,0.3167,227.225,172.035,168.04,75.27207225028596,19.623308490102907,9.901562428930655
0.002,0.0274,0.6663,0.5,0.45,230.252,177.063,175.91,76.95835872535777,19.168737844607097,8.063400178022274
0.002,0.0274,0.6663,0.999,0.05,228.091,151.246,131.31,69.72972859125461,26.55400085997417,22.338088811899624
0.002,0.0274,0.6663,0.999,0.1833,232.919,165.674,152.63,74.0293051148604,23.15713703808281,16.652795361374316
0.002,0.0274,0.6663,0.999,0.3167,235.17,173.012,163.92,76.22740317115506,21.523054647855645,13.616096401251099
0.002,0.0274,0.6663,0.999,0.45,237.447,179.331,173.62,78.16525407557154,20.305333761453383,11.125086981389165
0.002,0.0274,0.999,0.001,0.05,208.295,145.942,144.39,66.53239124253945,23.358408491937823,10.289838063102952
0.002,0.0274,0.999,0.001,0.1833,215.203,161.296,161.61,71.32638963635699,20.0067216443775,7.633964288357564
0.002,0.0274,0.999,0.001,0.3167,219.214,170.177,171.47,74.10344096269095,18.13543296154868,6.249200350357209
0.002,0.0274,0.999,0.001,0.45,223.84,176.166,178.48,76.1728579152194,17.66458878080507,5.454525868264093
0.002,0.0274,0.999,0.5,0.05,217.218,147.165,136.22,67.64001796398283,25.091632922732142,16.551186423552355
0.002,0.0274,0.999,0.5,0.1833,222.712,161.796,156.97,72.1230719424908,21.919272163655133,11.43690878448842
0.002,0.0274,0.999,0.5,0.3167,225.929,170.508,168.19,74.7806559889161,19.979612184380823,9.10182068525427
0.002,0.0274,0.999,0.5,0.45,228.979,175.984,174.56,76.54203443419624,19.081170334317942,8.188016247582674
